date,tournament,home_team,away_team,home_score,away_score,winner,tournament_category
2010-05-24,Friendly,Portugal,Cape Verde,0,0,Draw,Friendly/Invitationals
2010-05-24,Friendly,South Africa,Bulgaria,1,1,Draw,Friendly/Invitationals
2010-05-25,Friendly,Armenia,Uzbekistan,3,1,Armenia,Friendly/Invitationals
2010-05-25,Friendly,Georgia,Cameroon,0,0,Draw,Friendly/Invitationals
2010-05-25,Friendly,Greece,North Korea,2,2,Draw,Friendly/Invitationals
2010-05-25,Friendly,Republic of Ireland,Paraguay,2,1,Republic of Ireland,Friendly/Invitationals
2010-05-25,Friendly,Montenegro,Albania,0,1,Albania,Friendly/Invitationals
2010-05-25,Friendly,Nigeria,Saudi Arabia,0,0,Draw,Friendly/Invitationals
2010-05-25,Friendly,Ukraine,Lithuania,4,0,Ukraine,Friendly/Invitationals
2010-05-25,Friendly,United States,Czech Republic,2,4,Czech Republic,Friendly/Invitationals
2010-05-26,Friendly,Azerbaijan,Moldova,1,1,Draw,Friendly/Invitationals
2010-05-26,Friendly,Chile,Zambia,3,0,Chile,Friendly/Invitationals
2010-05-26,Friendly,Estonia,Croatia,0,0,Draw,Friendly/Invitationals
2010-05-26,Friendly,France,Costa Rica,2,1,France,Friendly/Invitationals
2010-05-26,Friendly,Netherlands,Mexico,2,1,Netherlands,Friendly/Invitationals
2010-05-26,Friendly,Northern Ireland,Turkey,0,2,Turkey,Friendly/Invitationals
2010-05-26,Friendly,Uruguay,Israel,4,1,Uruguay,Friendly/Invitationals
2010-05-27,Friendly,Belarus,Honduras,2,2,Draw,Friendly/Invitationals
2010-05-27,Friendly,Denmark,Senegal,2,0,Denmark,Friendly/Invitationals
2010-05-27,Friendly,South Africa,Colombia,2,1,South Africa,Friendly/Invitationals
2010-05-28,Friendly,Republic of Ireland,Algeria,3,0,Republic of Ireland,Friendly/Invitationals
2010-05-29,Friendly,Azerbaijan,North Macedonia,1,3,North Macedonia,Friendly/Invitationals
2010-05-29,Friendly,Hungary,Germany,0,3,Germany,Friendly/Invitationals
2010-05-29,Friendly,Iceland,Andorra,4,0,Iceland,Friendly/Invitationals
2010-05-29,Friendly,Moldova,United Arab Emirates,2,3,United Arab Emirates,Friendly/Invitationals
2010-05-29,Friendly,New Zealand,Serbia,1,0,New Zealand,Friendly/Invitationals
2010-05-29,Friendly,Norway,Montenegro,2,1,Norway,Friendly/Invitationals
2010-05-29,Friendly,Poland,Finland,0,0,Draw,Friendly/Invitationals
2010-05-29,Friendly,Slovakia,Cameroon,1,1,Draw,Friendly/Invitationals
2010-05-29,Friendly,Spain,Saudi Arabia,3,2,Spain,Friendly/Invitationals
2010-05-29,Friendly,Sweden,Bosnia and Herzegovina,4,2,Sweden,Friendly/Invitationals
2010-05-29,Friendly,Ukraine,Romania,3,2,Ukraine,Friendly/Invitationals
2010-05-29,Friendly,United States,Turkey,2,1,United States,Friendly/Invitationals
2010-05-29,Friendly,Venezuela,Canada,1,1,Draw,Friendly/Invitationals
2010-05-30,Friendly,Belarus,South Korea,1,0,Belarus,Friendly/Invitationals
2010-05-30,Friendly,Chile,Northern Ireland,1,0,Chile,Friendly/Invitationals
2010-05-30,Friendly,Chile,Israel,3,0,Chile,Friendly/Invitationals
2010-05-30,Friendly,Grenada,Martinique,2,2,Draw,Friendly/Invitationals
2010-05-30,Friendly,Japan,England,1,2,England,Friendly/Invitationals
2010-05-30,Friendly,Mexico,Gambia,5,1,Mexico,Friendly/Invitationals
2010-05-30,Friendly,Nigeria,Colombia,1,1,Draw,Friendly/Invitationals
2010-05-30,Friendly,Paraguay,Ivory Coast,2,2,Draw,Friendly/Invitationals
2010-05-30,Friendly,Tunisia,France,1,1,Draw,Friendly/Invitationals
2010-05-31,Friendly,South Africa,Guatemala,5,0,South Africa,Friendly/Invitationals
2010-05-31,Viva World Cup,Gozo,Padania,1,2,Padania,Other Tournaments
2010-05-31,Viva World Cup,Iraqi Kurdistan,Two Sicilies,4,1,Iraqi Kurdistan,Other Tournaments
2010-06-01,Friendly,Australia,Denmark,1,0,Australia,Friendly/Invitationals
2010-06-01,Friendly,Netherlands,Ghana,4,1,Netherlands,Friendly/Invitationals
2010-06-01,Friendly,Portugal,Cameroon,3,1,Portugal,Friendly/Invitationals
2010-06-01,Friendly,Switzerland,Costa Rica,0,1,Costa Rica,Friendly/Invitationals
2010-06-01,Viva World Cup,Occitania,Padania,0,1,Padania,Other Tournaments
2010-06-01,Viva World Cup,Provence,Two Sicilies,0,1,Two Sicilies,Other Tournaments
2010-06-02,Friendly,Albania,Andorra,1,0,Albania,Friendly/Invitationals
2010-06-02,Friendly,Azerbaijan,Honduras,0,0,Draw,Friendly/Invitationals
2010-06-02,Friendly,Belarus,Sweden,0,1,Sweden,Friendly/Invitationals
2010-06-02,Friendly,Greece,Paraguay,0,2,Paraguay,Friendly/Invitationals
2010-06-02,Friendly,Norway,Ukraine,0,1,Ukraine,Friendly/Invitationals
2010-06-02,Friendly,Romania,North Macedonia,0,1,North Macedonia,Friendly/Invitationals
2010-06-02,Friendly,Serbia,Poland,0,0,Draw,Friendly/Invitationals
2010-06-02,Friendly,Zimbabwe,Brazil,0,3,Brazil,Friendly/Invitationals
2010-06-02,Viva World Cup,Gozo,Occitania,0,5,Occitania,Other Tournaments
2010-06-02,Viva World Cup,Iraqi Kurdistan,Provence,3,2,Iraqi Kurdistan,Other Tournaments
2010-06-03,Friendly,Germany,Bosnia and Herzegovina,3,1,Germany,Friendly/Invitationals
2010-06-03,Friendly,Italy,Mexico,1,2,Mexico,Friendly/Invitationals
2010-06-03,Friendly,Spain,South Korea,1,0,Spain,Friendly/Invitationals
2010-06-04,Friendly,France,China PR,0,1,China PR,Friendly/Invitationals
2010-06-04,Friendly,Japan,Ivory Coast,0,2,Ivory Coast,Friendly/Invitationals
2010-06-04,Friendly,Luxembourg,Faroe Islands,0,0,Draw,Friendly/Invitationals
2010-06-04,Friendly,Slovenia,New Zealand,3,1,Slovenia,Friendly/Invitationals
2010-06-04,Friendly,Sudan,Palestine,1,1,Draw,Friendly/Invitationals
2010-06-04,Viva World Cup,Iraqi Kurdistan,Occitania,2,1,Iraqi Kurdistan,Other Tournaments
2010-06-04,Viva World Cup,Padania,Two Sicilies,2,0,Padania,Other Tournaments
2010-06-04,Viva World Cup,Gozo,Provence,2,1,Gozo,Other Tournaments
2010-06-05,Friendly,Algeria,United Arab Emirates,1,0,Algeria,Friendly/Invitationals
2010-06-05,Friendly,Australia,United States,1,3,United States,Friendly/Invitationals
2010-06-05,Friendly,Ghana,Latvia,1,0,Ghana,Friendly/Invitationals
2010-06-05,Friendly,Netherlands,Hungary,6,1,Netherlands,Friendly/Invitationals
2010-06-05,Friendly,Romania,Honduras,3,0,Romania,Friendly/Invitationals
2010-06-05,Friendly,Serbia,Cameroon,4,3,Serbia,Friendly/Invitationals
2010-06-05,Friendly,Slovakia,Costa Rica,3,0,Slovakia,Friendly/Invitationals
2010-06-05,Friendly,South Africa,Denmark,1,0,South Africa,Friendly/Invitationals
2010-06-05,Friendly,Switzerland,Italy,1,1,Draw,Friendly/Invitationals
2010-06-05,Viva World Cup,Occitania,Two Sicilies,2,0,Occitania,Other Tournaments
2010-06-05,Viva World Cup,Iraqi Kurdistan,Padania,0,1,Padania,Other Tournaments
2010-06-06,Friendly,Nigeria,North Korea,3,1,Nigeria,Friendly/Invitationals
2010-06-07,Friendly,Tanzania,Brazil,1,5,Brazil,Friendly/Invitationals
2010-06-08,Friendly,Mozambique,Portugal,0,3,Portugal,Friendly/Invitationals
2010-06-08,Friendly,Spain,Poland,6,0,Spain,Friendly/Invitationals
2010-06-11,FIFA World Cup,South Africa,Mexico,1,1,Draw,International Major Tournaments
2010-06-11,FIFA World Cup,Uruguay,France,0,0,Draw,International Major Tournaments
2010-06-12,FIFA World Cup,Argentina,Nigeria,1,0,Argentina,International Major Tournaments
2010-06-12,FIFA World Cup,England,United States,1,1,Draw,International Major Tournaments
2010-06-12,FIFA World Cup,South Korea,Greece,2,0,South Korea,International Major Tournaments
2010-06-13,FIFA World Cup,Algeria,Slovenia,0,1,Slovenia,International Major Tournaments
2010-06-13,FIFA World Cup,Germany,Australia,4,0,Germany,International Major Tournaments
2010-06-13,FIFA World Cup,Serbia,Ghana,0,1,Ghana,International Major Tournaments
2010-06-14,FIFA World Cup,Italy,Paraguay,1,1,Draw,International Major Tournaments
2010-06-14,FIFA World Cup,Japan,Cameroon,1,0,Japan,International Major Tournaments
2010-06-14,FIFA World Cup,Netherlands,Denmark,2,0,Netherlands,International Major Tournaments
2010-06-15,FIFA World Cup,Brazil,North Korea,2,1,Brazil,International Major Tournaments
2010-06-15,FIFA World Cup,Ivory Coast,Portugal,0,0,Draw,International Major Tournaments
2010-06-15,FIFA World Cup,New Zealand,Slovakia,1,1,Draw,International Major Tournaments
2010-06-16,FIFA World Cup,Honduras,Chile,0,1,Chile,International Major Tournaments
2010-06-16,FIFA World Cup,South Africa,Uruguay,0,3,Uruguay,International Major Tournaments
2010-06-16,FIFA World Cup,Spain,Switzerland,0,1,Switzerland,International Major Tournaments
2010-06-17,FIFA World Cup,Argentina,South Korea,4,1,Argentina,International Major Tournaments
2010-06-17,FIFA World Cup,France,Mexico,0,2,Mexico,International Major Tournaments
2010-06-17,FIFA World Cup,Greece,Nigeria,2,1,Greece,International Major Tournaments
2010-06-18,FIFA World Cup,England,Algeria,0,0,Draw,International Major Tournaments
2010-06-18,FIFA World Cup,Germany,Serbia,0,1,Serbia,International Major Tournaments
2010-06-18,Baltic Cup,Lithuania,Latvia,0,0,Draw,Regional Tournaments
2010-06-18,FIFA World Cup,Slovenia,United States,2,2,Draw,International Major Tournaments
2010-06-19,FIFA World Cup,Cameroon,Denmark,1,2,Denmark,International Major Tournaments
2010-06-19,Baltic Cup,Estonia,Latvia,0,0,Draw,Regional Tournaments
2010-06-19,FIFA World Cup,Ghana,Australia,1,1,Draw,International Major Tournaments
2010-06-19,FIFA World Cup,Netherlands,Japan,1,0,Netherlands,International Major Tournaments
2010-06-19,Friendly,Niger,Chad,1,1,Draw,Friendly/Invitationals
2010-06-19,Friendly,Northern Mariana Islands,Guam,1,1,Draw,Friendly/Invitationals
2010-06-20,FIFA World Cup,Brazil,Ivory Coast,3,1,Brazil,International Major Tournaments
2010-06-20,FIFA World Cup,Italy,New Zealand,1,1,Draw,International Major Tournaments
2010-06-20,Baltic Cup,Lithuania,Estonia,2,0,Lithuania,Regional Tournaments
2010-06-20,FIFA World Cup,Slovakia,Paraguay,0,2,Paraguay,International Major Tournaments
2010-06-20,Friendly,Sudan,Tunisia,2,6,Tunisia,Friendly/Invitationals
2010-06-21,FIFA World Cup,Chile,Switzerland,1,0,Chile,International Major Tournaments
2010-06-21,FIFA World Cup,Portugal,North Korea,7,0,Portugal,International Major Tournaments
2010-06-21,FIFA World Cup,Spain,Honduras,2,0,Spain,International Major Tournaments
2010-06-22,FIFA World Cup,Greece,Argentina,0,2,Argentina,International Major Tournaments
2010-06-22,FIFA World Cup,Mexico,Uruguay,0,1,Uruguay,International Major Tournaments
2010-06-22,FIFA World Cup,Nigeria,South Korea,2,2,Draw,International Major Tournaments
2010-06-22,FIFA World Cup,South Africa,France,2,1,South Africa,International Major Tournaments
2010-06-23,FIFA World Cup,Australia,Serbia,2,1,Australia,International Major Tournaments
2010-06-23,FIFA World Cup,Ghana,Germany,0,1,Germany,International Major Tournaments
2010-06-23,FIFA World Cup,Slovenia,England,0,1,England,International Major Tournaments
2010-06-23,FIFA World Cup,United States,Algeria,1,0,United States,International Major Tournaments
2010-06-24,FIFA World Cup,Cameroon,Netherlands,1,2,Netherlands,International Major Tournaments
2010-06-24,FIFA World Cup,Denmark,Japan,1,3,Japan,International Major Tournaments
2010-06-24,FIFA World Cup,Paraguay,New Zealand,0,0,Draw,International Major Tournaments
2010-06-24,FIFA World Cup,Slovakia,Italy,3,2,Slovakia,International Major Tournaments
2010-06-25,FIFA World Cup,Chile,Spain,1,2,Spain,International Major Tournaments
2010-06-25,FIFA World Cup,North Korea,Ivory Coast,0,3,Ivory Coast,International Major Tournaments
2010-06-25,FIFA World Cup,Portugal,Brazil,0,0,Draw,International Major Tournaments
2010-06-25,FIFA World Cup,Switzerland,Honduras,0,0,Draw,International Major Tournaments
2010-06-26,Friendly,China PR,Tajikistan,4,0,China PR,Friendly/Invitationals
2010-06-26,FIFA World Cup,Uruguay,South Korea,2,1,Uruguay,International Major Tournaments
2010-06-26,FIFA World Cup,United States,Ghana,1,2,Ghana,International Major Tournaments
2010-06-27,FIFA World Cup,Argentina,Mexico,3,1,Argentina,International Major Tournaments
2010-06-27,FIFA World Cup,Germany,England,4,1,Germany,International Major Tournaments
2010-06-28,FIFA World Cup,Brazil,Chile,3,0,Brazil,International Major Tournaments
2010-06-28,FIFA World Cup,Netherlands,Slovakia,2,1,Netherlands,International Major Tournaments
2010-06-29,FIFA World Cup,Paraguay,Japan,0,0,Draw,International Major Tournaments
2010-06-29,FIFA World Cup,Spain,Portugal,1,0,Spain,International Major Tournaments
2010-07-01,African Cup of Nations qualification,Chad,Togo,2,2,Draw,Other Tournaments
2010-07-01,African Cup of Nations qualification,Tunisia,Botswana,0,1,Botswana,Other Tournaments
2010-07-02,FIFA World Cup,Netherlands,Brazil,2,1,Netherlands,International Major Tournaments
2010-07-02,FIFA World Cup,Uruguay,Ghana,1,1,Draw,International Major Tournaments
2010-07-03,FIFA World Cup,Argentina,Germany,0,4,Germany,International Major Tournaments
2010-07-03,FIFA World Cup,Paraguay,Spain,0,1,Spain,International Major Tournaments
2010-07-03,Friendly,Saint Martin,Saint Barthélemy,3,0,Saint Martin,Friendly/Invitationals
2010-07-06,FIFA World Cup,Uruguay,Netherlands,2,3,Netherlands,International Major Tournaments
2010-07-07,FIFA World Cup,Germany,Spain,0,1,Spain,International Major Tournaments
2010-07-09,African Cup of Nations qualification,Botswana,Chad,1,0,Botswana,Other Tournaments
2010-07-09,African Cup of Nations qualification,Togo,Malawi,1,1,Draw,Other Tournaments
2010-07-10,FIFA World Cup,Uruguay,Germany,2,3,Germany,International Major Tournaments
2010-07-11,FIFA World Cup,Netherlands,Spain,0,1,Spain,International Major Tournaments
2010-08-04,Friendly,Botswana,Zimbabwe,2,0,Botswana,Friendly/Invitationals
2010-08-08,Friendly,Anguilla,Saint Martin,1,3,Saint Martin,Friendly/Invitationals
2010-08-10,Friendly,Bosnia and Herzegovina,Qatar,1,1,Draw,Friendly/Invitationals
2010-08-10,Friendly,Italy,Ivory Coast,0,1,Ivory Coast,Friendly/Invitationals
2010-08-10,Friendly,United States,Brazil,0,2,Brazil,Friendly/Invitationals
2010-08-11,Friendly,Albania,Uzbekistan,1,0,Albania,Friendly/Invitationals
2010-08-11,Friendly,Algeria,Gabon,1,2,Gabon,Friendly/Invitationals
2010-08-11,Friendly,Angola,Uruguay,0,2,Uruguay,Friendly/Invitationals
2010-08-11,Friendly,Armenia,Iran,1,3,Iran,Friendly/Invitationals
2010-08-11,Friendly,Austria,Switzerland,0,1,Switzerland,Friendly/Invitationals
2010-08-11,Friendly,Azerbaijan,Kuwait,1,1,Draw,Friendly/Invitationals
2010-08-11,Friendly,Benin,Niger,0,0,Draw,Friendly/Invitationals
2010-08-11,Friendly,Bolivia,Colombia,1,1,Draw,Friendly/Invitationals
2010-08-11,Friendly,Burkina Faso,Congo,3,0,Burkina Faso,Friendly/Invitationals
2010-08-11,African Cup of Nations qualification,Chad,Tunisia,1,3,Tunisia,Other Tournaments
2010-08-11,Friendly,China PR,Bahrain,1,1,Draw,Friendly/Invitationals
2010-08-11,Friendly,Cyprus,Andorra,1,0,Cyprus,Friendly/Invitationals
2010-08-11,Friendly,Czech Republic,Latvia,4,1,Czech Republic,Friendly/Invitationals
2010-08-11,Friendly,Denmark,Germany,2,2,Draw,Friendly/Invitationals
2010-08-11,Friendly,Egypt,DR Congo,6,3,Egypt,Friendly/Invitationals
2010-08-11,Friendly,England,Hungary,2,1,England,Friendly/Invitationals
2010-08-11,UEFA Euro qualification,Estonia,Faroe Islands,2,1,Estonia,Other Tournaments
2010-08-11,Friendly,Finland,Belgium,1,0,Finland,Friendly/Invitationals
2010-08-11,Friendly,Iceland,Liechtenstein,1,1,Draw,Friendly/Invitationals
2010-08-11,Friendly,Republic of Ireland,Argentina,0,1,Argentina,Friendly/Invitationals
2010-08-11,Friendly,Kazakhstan,Oman,3,1,Kazakhstan,Friendly/Invitationals
2010-08-11,Friendly,South Korea,Nigeria,2,1,South Korea,Friendly/Invitationals
2010-08-11,Friendly,Lithuania,Belarus,0,2,Belarus,Friendly/Invitationals
2010-08-11,African Cup of Nations qualification,Malawi,Botswana,1,1,Draw,Other Tournaments
2010-08-11,Friendly,Mali,Guinea,0,2,Guinea,Friendly/Invitationals
2010-08-11,Friendly,Malta,North Macedonia,1,1,Draw,Friendly/Invitationals
2010-08-11,Friendly,Mauritania,Palestine,0,0,Draw,Friendly/Invitationals
2010-08-11,Friendly,Mexico,Spain,1,1,Draw,Friendly/Invitationals
2010-08-11,Friendly,Moldova,Georgia,0,0,Draw,Friendly/Invitationals
2010-08-11,Friendly,Montenegro,Northern Ireland,2,0,Montenegro,Friendly/Invitationals
2010-08-11,Friendly,Morocco,Equatorial Guinea,2,1,Morocco,Friendly/Invitationals
2010-08-11,Friendly,Mozambique,Eswatini,2,1,Mozambique,Friendly/Invitationals
2010-08-11,Friendly,Norway,France,2,1,Norway,Friendly/Invitationals
2010-08-11,Friendly,Panama,Venezuela,3,1,Panama,Friendly/Invitationals
2010-08-11,Friendly,Paraguay,Costa Rica,2,0,Paraguay,Friendly/Invitationals
2010-08-11,Friendly,Poland,Cameroon,0,3,Cameroon,Friendly/Invitationals
2010-08-11,Friendly,Russia,Bulgaria,1,0,Russia,Friendly/Invitationals
2010-08-11,Friendly,Saudi Arabia,Togo,1,0,Saudi Arabia,Friendly/Invitationals
2010-08-11,Friendly,Senegal,Cape Verde,1,0,Senegal,Friendly/Invitationals
2010-08-11,Friendly,Serbia,Greece,0,1,Greece,Friendly/Invitationals
2010-08-11,Friendly,Slovakia,Croatia,1,1,Draw,Friendly/Invitationals
2010-08-11,Friendly,Slovenia,Australia,2,0,Slovenia,Friendly/Invitationals
2010-08-11,Friendly,South Africa,Ghana,1,0,South Africa,Friendly/Invitationals
2010-08-11,Friendly,Sweden,Scotland,3,0,Sweden,Friendly/Invitationals
2010-08-11,Friendly,Tanzania,Kenya,1,1,Draw,Friendly/Invitationals
2010-08-11,Friendly,Thailand,Singapore,1,0,Thailand,Friendly/Invitationals
2010-08-11,Friendly,Trinidad and Tobago,Jamaica,1,3,Jamaica,Friendly/Invitationals
2010-08-11,Friendly,Turkey,Romania,2,0,Turkey,Friendly/Invitationals
2010-08-11,Friendly,Uganda,Zambia,1,1,Draw,Friendly/Invitationals
2010-08-11,Friendly,Ukraine,Netherlands,1,1,Draw,Friendly/Invitationals
2010-08-11,Friendly,Wales,Luxembourg,5,1,Wales,Friendly/Invitationals
2010-08-18,Friendly,Ethiopia,Kenya,0,3,Kenya,Friendly/Invitationals
2010-08-20,Friendly,Madagascar,Mayotte,0,0,Draw,Friendly/Invitationals
2010-08-26,Friendly,Saint Lucia,Martinique,1,3,Martinique,Friendly/Invitationals
2010-08-28,Friendly,Saint Kitts and Nevis,Antigua and Barbuda,1,1,Draw,Friendly/Invitationals
2010-08-28,Friendly,Saint Lucia,Martinique,1,1,Draw,Friendly/Invitationals
2010-08-29,Friendly,Ethiopia,Chad,1,0,Ethiopia,Friendly/Invitationals
2010-08-29,Friendly,Madagascar,Comoros,1,0,Madagascar,Friendly/Invitationals
2010-09-02,UEFA Euro qualification,Israel,Malta,3,1,Israel,Other Tournaments
2010-09-03,African Cup of Nations qualification,Algeria,Tanzania,1,1,Draw,Other Tournaments
2010-09-03,UEFA Euro qualification,Andorra,Russia,0,2,Russia,Other Tournaments
2010-09-03,UEFA Euro qualification,Armenia,Republic of Ireland,0,1,Republic of Ireland,Other Tournaments
2010-09-03,UEFA Euro qualification,Belgium,Germany,0,1,Germany,Other Tournaments
2010-09-03,Friendly,China PR,Iran,0,2,Iran,Friendly/Invitationals
2010-09-03,UEFA Euro qualification,England,Bulgaria,4,0,England,Other Tournaments
2010-09-03,UEFA Euro qualification,Estonia,Italy,1,2,Italy,Other Tournaments
2010-09-03,UEFA Euro qualification,Faroe Islands,Serbia,0,3,Serbia,Other Tournaments
2010-09-03,UEFA Euro qualification,France,Belarus,0,1,Belarus,Other Tournaments
2010-09-03,UEFA Euro qualification,Greece,Georgia,1,1,Draw,Other Tournaments
2010-09-03,UEFA Euro qualification,Iceland,Norway,1,2,Norway,Other Tournaments
2010-09-03,UEFA Euro qualification,Kazakhstan,Turkey,0,3,Turkey,Other Tournaments
2010-09-03,Friendly,Kuwait,Syria,3,0,Kuwait,Friendly/Invitationals
2010-09-03,UEFA Euro qualification,Latvia,Croatia,0,3,Croatia,Other Tournaments
2010-09-03,UEFA Euro qualification,Liechtenstein,Spain,0,4,Spain,Other Tournaments
2010-09-03,UEFA Euro qualification,Lithuania,Scotland,0,0,Draw,Other Tournaments
2010-09-03,UEFA Euro qualification,Luxembourg,Bosnia and Herzegovina,0,3,Bosnia and Herzegovina,Other Tournaments
2010-09-03,UEFA Euro qualification,Moldova,Finland,2,0,Moldova,Other Tournaments
2010-09-03,UEFA Euro qualification,Montenegro,Wales,1,0,Montenegro,Other Tournaments
2010-09-03,Friendly,Oman,Malaysia,3,0,Oman,Friendly/Invitationals
2010-09-03,Friendly,Panama,Costa Rica,2,2,Draw,Friendly/Invitationals
2010-09-03,UEFA Euro qualification,Portugal,Cyprus,4,4,Draw,Other Tournaments
2010-09-03,Friendly,Qatar,Bahrain,1,1,Draw,Friendly/Invitationals
2010-09-03,UEFA Euro qualification,Romania,Albania,1,1,Draw,Other Tournaments
2010-09-03,UEFA Euro qualification,San Marino,Netherlands,0,5,Netherlands,Other Tournaments
2010-09-03,UEFA Euro qualification,Slovakia,North Macedonia,1,0,Slovakia,Other Tournaments
2010-09-03,UEFA Euro qualification,Slovenia,Northern Ireland,0,1,Northern Ireland,Other Tournaments
2010-09-03,UEFA Euro qualification,Sweden,Hungary,2,0,Sweden,Other Tournaments
2010-09-03,Friendly,Switzerland,Australia,0,0,Draw,Friendly/Invitationals
2010-09-03,Friendly,Venezuela,Colombia,0,2,Colombia,Friendly/Invitationals
2010-09-04,African Cup of Nations qualification,Botswana,Togo,2,1,Botswana,Other Tournaments
2010-09-04,Friendly,Canada,Peru,0,2,Peru,Friendly/Invitationals
2010-09-04,African Cup of Nations qualification,Cape Verde,Mali,1,0,Cape Verde,Other Tournaments
2010-09-04,Friendly,El Salvador,Honduras,2,2,Draw,Friendly/Invitationals
2010-09-04,Friendly,Guatemala,Nicaragua,5,0,Guatemala,Friendly/Invitationals
2010-09-04,African Cup of Nations qualification,Gambia,Namibia,3,1,Gambia,Other Tournaments
2010-09-04,African Cup of Nations qualification,Guinea-Bissau,Kenya,1,0,Guinea-Bissau,Other Tournaments
2010-09-04,African Cup of Nations qualification,Ivory Coast,Rwanda,3,0,Ivory Coast,Other Tournaments
2010-09-04,Friendly,Japan,Paraguay,1,0,Japan,Friendly/Invitationals
2010-09-04,African Cup of Nations qualification,Mauritius,Cameroon,1,3,Cameroon,Other Tournaments
2010-09-04,Friendly,Mexico,Ecuador,1,2,Ecuador,Friendly/Invitationals
2010-09-04,African Cup of Nations qualification,Morocco,Central African Republic,0,0,Draw,Other Tournaments
2010-09-04,Friendly,Poland,Ukraine,1,1,Draw,Friendly/Invitationals
2010-09-04,African Cup of Nations qualification,South Africa,Niger,2,0,South Africa,Other Tournaments
2010-09-04,African Cup of Nations qualification,Sudan,Congo,2,0,Sudan,Other Tournaments
2010-09-04,Friendly,Thailand,India,1,0,Thailand,Friendly/Invitationals
2010-09-04,African Cup of Nations qualification,Tunisia,Malawi,2,2,Draw,Other Tournaments
2010-09-04,African Cup of Nations qualification,Uganda,Angola,3,0,Uganda,Other Tournaments
2010-09-05,African Cup of Nations qualification,Benin,Burundi,1,1,Draw,Other Tournaments
2010-09-05,African Cup of Nations qualification,DR Congo,Senegal,2,4,Senegal,Other Tournaments
2010-09-05,African Cup of Nations qualification,Egypt,Sierra Leone,1,1,Draw,Other Tournaments
2010-09-05,African Cup of Nations qualification,Ethiopia,Guinea,1,4,Guinea,Other Tournaments
2010-09-05,Friendly,Jamaica,Costa Rica,1,0,Jamaica,Friendly/Invitationals
2010-09-05,African Cup of Nations qualification,Liberia,Zimbabwe,1,1,Draw,Other Tournaments
2010-09-05,African Cup of Nations qualification,Mozambique,Libya,0,0,Draw,Other Tournaments
2010-09-05,African Cup of Nations qualification,Nigeria,Madagascar,2,0,Nigeria,Other Tournaments
2010-09-05,African Cup of Nations qualification,Eswatini,Ghana,0,3,Ghana,Other Tournaments
2010-09-05,African Cup of Nations qualification,Zambia,Comoros,4,0,Zambia,Other Tournaments
2010-09-06,Friendly,Burkina Faso,Gabon,1,1,Draw,Friendly/Invitationals
2010-09-07,UEFA Euro qualification,Albania,Luxembourg,1,0,Albania,Other Tournaments
2010-09-07,Friendly,Argentina,Spain,4,1,Argentina,Friendly/Invitationals
2010-09-07,UEFA Euro qualification,Austria,Kazakhstan,2,0,Austria,Other Tournaments
2010-09-07,Friendly,Bahrain,Togo,3,0,Bahrain,Friendly/Invitationals
2010-09-07,UEFA Euro qualification,Belarus,Romania,0,0,Draw,Other Tournaments
2010-09-07,UEFA Euro qualification,Bosnia and Herzegovina,France,0,2,France,Other Tournaments
2010-09-07,UEFA Euro qualification,Bulgaria,Montenegro,0,1,Montenegro,Other Tournaments
2010-09-07,Friendly,Canada,Honduras,2,1,Canada,Friendly/Invitationals
2010-09-07,Friendly,China PR,Paraguay,1,1,Draw,Friendly/Invitationals
2010-09-07,UEFA Euro qualification,Croatia,Greece,0,0,Draw,Other Tournaments
2010-09-07,UEFA Euro qualification,Czech Republic,Lithuania,0,1,Lithuania,Other Tournaments
2010-09-07,UEFA Euro qualification,Denmark,Iceland,1,0,Denmark,Other Tournaments
2010-09-07,Friendly,El Salvador,Guatemala,0,2,Guatemala,Friendly/Invitationals
2010-09-07,Friendly,Estonia,Uzbekistan,3,3,Draw,Friendly/Invitationals
2010-09-07,UEFA Euro qualification,Georgia,Israel,0,0,Draw,Other Tournaments
2010-09-07,UEFA Euro qualification,Germany,Azerbaijan,6,1,Germany,Other Tournaments
2010-09-07,UEFA Euro qualification,Hungary,Moldova,2,1,Hungary,Other Tournaments
2010-09-07,UEFA Euro qualification,Republic of Ireland,Andorra,3,1,Republic of Ireland,Other Tournaments
2010-09-07,UEFA Euro qualification,Italy,Faroe Islands,5,0,Italy,Other Tournaments
2010-09-07,Friendly,Jamaica,Peru,1,2,Peru,Friendly/Invitationals
2010-09-07,Friendly,Japan,Guatemala,2,1,Japan,Friendly/Invitationals
2010-09-07,Friendly,South Korea,Iran,0,1,Iran,Friendly/Invitationals
2010-09-07,UEFA Euro qualification,North Macedonia,Armenia,2,2,Draw,Other Tournaments
2010-09-07,UEFA Euro qualification,Malta,Latvia,0,2,Latvia,Other Tournaments
2010-09-07,Friendly,Mexico,Colombia,1,0,Mexico,Friendly/Invitationals
2010-09-07,UEFA Euro qualification,Netherlands,Finland,2,1,Netherlands,Other Tournaments
2010-09-07,UEFA Euro qualification,Norway,Portugal,1,0,Norway,Other Tournaments
2010-09-07,Friendly,Panama,Trinidad and Tobago,3,0,Panama,Friendly/Invitationals
2010-09-07,Friendly,Poland,Australia,1,2,Australia,Friendly/Invitationals
2010-09-07,Friendly,Qatar,Oman,1,1,Draw,Friendly/Invitationals
2010-09-07,UEFA Euro qualification,Russia,Slovakia,0,1,Slovakia,Other Tournaments
